Name,Address.Latitude,Address.Longitude,DBSCAN_labels_case1,DBSCAN_labels_case2,DBSCAN_labels_case3,DBSCAN_labels_case4
El Cajon,32.809271,-116.958998,0,3,5,5
Mission Viejo,33.606277,-117.68881200000001,0,3,5,5
Lancaster,34.673656,-118.149399,0,3,5,5
Duarte,34.138102,-117.982918,0,3,5,5
Puente Hills,33.991768,-117.91905200000001,0,3,5,5
Orange,33.824384,-117.834997,0,3,5,5
Brea,33.918693,-117.886971,0,3,5,5
Encinitas,33.06304,-117.264711,0,3,5,5
San Clemente,33.463108,-117.60673899999999,0,3,5,5
Irvine North,33.727436,-117.78491499999998,0,3,5,5
Fullerton,33.887729,-117.877297,0,3,5,5
Palmdale,34.599359,-118.14673400000001,0,3,5,5
Irvine Spectrum,33.64795,-117.740077,0,3,5,5
East Orange,33.787208,-117.825177,0,3,5,5
Baldwin Park,34.06949,-117.977457,0,3,5,5
Aliso Viejo,33.570957,-117.70531299999999,0,3,5,5
Rancho San Diego,32.738795,-116.93853,0,3,5,5
Mira Mesa,32.910813,-117.14631299999999,0,3,5,5
Grossmont,32.779717,-117.012303,0,3,5,5
Santa Ana,33.759257,-117.85070400000001,0,3,5,5
Irvine,33.685581,-117.812576,0,3,5,5
Tustin,33.69995,-117.828042,0,3,5,5
La Habra,33.916115000000005,-117.956657,0,3,5,5
Fullerton South,33.858511,-117.927687,0,3,5,5
Santa Ana NW,33.761461,-117.88748500000001,0,3,5,5
West Fullerton,33.87942,-117.961619,0,3,5,5
Pasadena East,34.147096999999995,-118.085751,0,3,5,5
Garden Grove Harbor,33.787031,-117.913614,0,3,5,5
Whittier,33.943006,-117.996039,0,3,5,5
Anaheim,33.831711999999996,-117.942535,0,3,5,5
Irvine University Town Center,33.649956,-117.83833700000001,0,3,5,5
Rosemead,34.074952,-118.07006799999999,0,3,5,5
Lemon Grove,32.74126,-117.055525,0,3,5,5
Santa Ana,33.702754999999996,-117.886981,0,3,5,5
Kearny Mesa,32.816365000000005,-117.151026,0,3,5,5
Chula Vista East,32.649071,-116.96910700000001,0,3,5,5
Balboa,32.822049,-117.17929299999999,0,3,5,5
Buena Park,33.857675,-118.001071,0,3,5,5
Pasadena,34.146769,-118.13473799999998,0,3,5,5
Santa Fe Springs,33.937929,-118.047758,0,3,5,5
Brookhurst,33.761503000000005,-117.95591499999999,0,3,5,5
Costa Mesa,33.682425,-117.917837,0,3,5,5
Pico Rivera,34.001125,-118.085999,0,3,5,5
San Diego Mission Valley,32.767561,-117.15090500000001,0,3,5,5
Alhambra,34.090945,-118.14749599999999,0,3,5,5
Cypress,33.803731,-118.012902,0,3,5,5
San Diego South Park,32.726859999999995,-117.12903999999999,0,3,5,5
Norwalk East,33.917962,-118.07613,0,3,5,5
Westminster,33.725383,-117.98629,0,3,5,5
Huntington Beach East,33.671499,-117.955653,0,3,5,5
Natl Cty Pl Bonita,32.6545,-117.06488999999999,0,3,5,5
Cerritos,33.847157,-118.062572,0,3,5,5
Westminster NW,33.745618,-118.012257,0,3,5,5
Norwalk,33.925134,-118.107045,0,3,5,5
Commerce,34.018203,-118.1508,0,3,5,5
Sports Arena,32.751897,-117.210247,0,3,5,5
Cerritos West,33.859295,-118.08793999999999,0,3,5,5
Los Angeles Eagle Rock,34.141668,-118.22433600000001,0,3,5,5
LA Glassell Park,34.122935999999996,-118.22514199999999,0,3,5,5
Seal Beach,33.782654,-118.069999,0,3,5,5
Chula Vista Broadway,32.60458,-117.080426,0,3,5,5
South Gate,33.948376,-118.16748999999999,0,3,5,5
Glendale,34.143081,-118.25908799999999,0,3,5,5
Long Beach Bixby,33.7744,-118.11967,0,3,5,5
Long Beach Bellflower,33.798438,-118.123236,0,3,5,5
Lakewood Center Mall,33.853038,-118.13981899999999,0,3,5,5
Signal Hill,33.816819,-118.182166,0,3,5,5
Long Beach NW,33.877571,-118.166633,0,3,5,5
Compton-Rancho Dom,33.879653000000005,-118.218942,0,3,5,5
San Pedro,33.760087,-118.293472,0,3,5,5
Carson North,33.843169,-118.26061899999999,0,3,5,5
Carson,33.809239,-118.28565400000001,0,3,5,5
Gardena,33.886675,-118.316079,0,3,5,5
Torrance,33.826449,-118.34598600000001,0,3,5,5
Hawthorne,33.922567,-118.321126,0,3,5,5
LA Central,34.048833,-118.261007,0,3,5,5
Redondo Beach,33.869308000000004,-118.357051,0,3,5,5
Los Angeles USC Village,34.024306,-118.285114,0,3,5,5
Inglewood,33.948025,-118.332844,0,3,5,5
Los Angeles Koreatown,34.06264,-118.28613100000001,0,3,5,5
Manhattan Beach,33.88892,-118.394828,0,3,5,5
Los Angeles,34.022698,-118.373287,0,3,5,5
Culver City South,33.9853,-118.394695,0,3,5,5
West Hollywood,34.090343,-118.34463799999999,0,3,5,5
Culver City,33.999134999999995,-118.394038,0,3,5,5
LA Beverly,34.0743,-118.3755,0,3,5,5
Burbank,34.18962,-118.330331,0,3,5,5
LA Burbank West,34.16904,-118.34800200000001,0,3,5,5
North Hollywood,34.188159999999996,-118.371645,0,3,5,5
LA Westwood,34.063027000000005,-118.444199,0,3,5,5
Pacoima,34.245734999999996,-118.419269,0,3,5,5
Van Nuys,34.175234,-118.46651499999999,0,3,5,5
Van Nuys North,34.212687,-118.46021999999999,0,3,5,5
Mission Hills CA,34.257728,-118.46666,0,3,5,5
Sherwood Forest,34.234794,-118.503001,0,3,5,5
Lodi,38.117156,-121.30378600000002,0,3,5,5
Stockton North,38.05213,-121.372721,0,3,5,5
Stockton,37.991634000000005,-121.314598,0,3,5,5
Elk Grove,38.426289000000004,-121.415097,0,3,5,5
Sacramento SW,38.458625,-121.41386000000001,0,3,5,5
Sacramento East,38.549206,-121.426579,0,3,5,5
Rancho Cordova,38.596053000000005,-121.28568,0,3,5,5
Sacramento Riverside,38.562221,-121.49751,0,3,5,5
West Sacramento,38.549896000000004,-121.536702,0,3,5,5
Sacramento Arden,38.600567,-121.403401,0,3,5,5
Lathrop,37.808538,-121.299057,0,3,5,5
Manteca,37.795029,-121.19728300000001,0,3,5,5
Antioch Slatten Ranch,37.963999,-121.73768600000001,0,3,5,5
Sacramento Madison,38.661609999999996,-121.349226,0,3,5,5
Birdcage-Citrus Heights,38.673209,-121.27408799999999,0,3,5,5
Sacramento Natomas,38.640887,-121.49932700000001,0,3,5,5
El Dorado Hills,38.650214,-121.06288,0,3,5,5
Folsom,38.671608,-121.15328400000001,0,3,5,5
Davis,38.554434,-121.69928999999999,0,3,5,5
Tracy,37.75779,-121.458451,0,3,5,5
Pittsburg,38.007704,-121.840624,0,3,5,5
Roseville,38.745763000000004,-121.25460600000001,0,3,5,5
Modesto NW,37.69382,-121.063121,0,3,5,5
Vacaville,38.361305,-121.961849,0,3,5,5
Riverbank,37.713358,-120.953282,0,3,5,5
Roseville North,38.791131,-121.28956699999999,0,3,5,5
Modesto,37.687154,-120.99558300000001,0,3,5,5
Woodland,38.672209,-121.72531299999999,0,3,5,5
Rocklin,38.804951,-121.208694,0,3,5,5
Fairfield,38.246702,-122.06821200000002,0,3,5,5
Livermore,37.700855,-121.746435,0,3,5,5
Lincoln,38.870468,-121.30378,0,3,5,5
Pleasant Hill,37.977361,-122.06675600000001,0,3,5,5
Dublin East,37.703228,-121.853195,0,3,5,5
Walnut Creek,37.905131,-122.064277,0,3,5,5
San Ramon,37.761771,-121.964153,0,3,5,5
Dublin,37.706588,-121.931028,0,3,5,5
Auburn,38.943459000000004,-121.095909,0,3,5,5
Vallejo,38.132407,-122.222603,0,3,5,5
Turlock,37.520868,-120.879081,0,3,5,5
Napa,38.282734000000005,-122.277002,0,3,5,5
Napa North,38.322461,-122.307627,0,3,5,5
Pinole,37.9876,-122.30984699999999,0,3,5,5
San Leandro Bayfair,37.699791999999995,-122.12682,0,3,5,5
Berkeley Central,37.86955,-122.26773,0,3,5,5
Hayward North,37.666284999999995,-122.120084,0,3,5,5
Berkeley Univ Ave,37.869960999999996,-122.283755,0,3,5,5
Hayward,37.607973,-122.063005,0,3,5,5
Fremont Hub,37.545146,-121.984401,0,3,5,5
Richmond,37.931996000000005,-122.328207,0,3,5,5
Albany,37.883199,-122.30714099999999,0,3,5,5
Oakland-Emeryville,37.828334000000005,-122.28912700000001,0,3,5,5
Fremont South,37.502219000000004,-121.96803700000001,0,3,5,5
Alameda,37.788701,-122.28026200000001,0,3,5,5
San Jose Landess,37.414028,-121.87638700000001,0,3,5,5
San Jose Capitol,37.373857,-121.84458799999999,0,3,5,5
San Jose North,37.418112,-121.955506,0,3,5,5
Yuba City,39.146583,-121.632829,0,3,5,5
San Francisco CBD East,37.79107,-122.40086000000001,0,3,5,5
San Jose Story Road,37.340099,-121.84093100000001,0,3,5,5
San Francisco Central,37.784642,-122.404002,0,3,5,5
San Rafael,37.955143,-122.49058500000001,0,3,5,5
San Jose East,37.30786,-121.813015,0,3,5,5
San Jose College Park,37.339164000000004,-121.90501599999999,0,3,5,5
Novato,38.089748,-122.55313899999999,0,3,5,5
East Palo Alto CA,37.460057,-122.135466,0,3,5,5
San Francisco West,37.781863,-122.44705,0,3,5,5
Atwater,37.341514000000004,-120.61070500000001,0,3,5,5
Santa Clara,37.350297999999995,-121.96087,0,3,5,5
San Jose Central,37.303989,-121.865807,0,3,5,5
Marin City,37.873777000000004,-122.510796,0,3,5,5
San Mateo Fashion Island,37.558918,-122.28378400000001,0,3,5,5
Sunnyvale,37.3738,-122.03306200000002,0,3,5,5
Mountain View,37.401165,-122.106321,0,3,5,5
Redwood City,37.475146,-122.21768300000001,0,3,5,5
San Jose South,37.250409999999995,-121.803374,0,3,5,5
San Francisco South,37.725161,-122.46131899999999,0,3,5,5
Petaluma,38.244654,-122.626402,0,3,5,5
San Francisco Stonestown,37.726614,-122.47646399999999,0,3,5,5
Cupertino Main Street,37.3235,-122.0113,0,3,5,5
San Jose Oakridge,37.252092,-121.860045,0,3,5,5
Tanforan,37.636877,-122.41642399999999,0,3,5,5
Cupertino,37.323944,-122.036425,0,3,5,5
San Jose West,37.264626,-121.918805,0,3,5,5
Colma,37.673739000000005,-122.46493600000001,0,3,5,5
San Jose Westgate,37.290985,-121.989769,0,3,5,5
Daly City Serramonte,37.670553000000005,-122.470173,0,3,5,5
Merced,37.322488,-120.48550900000001,0,3,5,5
Morgan Hill,37.157592,-121.65376699999999,0,3,5,5
Rohnert Park,38.346792,-122.71983600000002,0,3,5,5
Santa Rosa South,38.417041999999995,-122.70958200000001,0,3,5,5
Santa Rosa North,38.456614,-122.730368,0,3,5,5
Los Banos,37.054697,-120.873296,0,3,5,5
Gilroy,37.000326,-121.55411299999999,0,3,5,5
Capitola,36.974784,-121.96876100000001,0,3,5,5
Watsonville,36.915541999999995,-121.774363,0,3,5,5
Hollister,36.835405,-121.390048,0,3,5,5
Carson City,39.099928000000006,-119.77754099999999,0,3,5,5
Salinas,36.714857,-121.65299399999999,0,3,5,5
Chico,39.725986,-121.80318999999999,0,3,5,5
Marina,36.667156,-121.810383,0,3,5,5
Sand City,36.621078999999995,-121.84382099999999,0,3,5,5
Reno South,39.463531,-119.78096399999998,0,3,5,5
Fresno NW,36.83473,-119.912566,0,3,5,5
Sparks South,39.535435,-119.71689199999999,0,3,5,5
Fresno West,36.809433,-119.847324,0,3,5,5
Fresno North,36.847075,-119.786993,0,3,5,5
Fresno Central,36.821413,-119.788498,0,3,5,5
Clovis NW,36.839828000000004,-119.72771100000001,0,3,5,5
Fresno South,36.780352,-119.771179,0,3,5,5
Clovis,36.807026,-119.69856200000001,0,3,5,5
Hanford,36.324119,-119.675808,0,3,5,5
Visalia North,36.358715999999994,-119.29525600000001,0,3,5,5
Visalia,36.292517,-119.316571,0,3,5,5
Redding,40.586816999999996,-122.34872,0,3,5,5
Tulare,36.224534000000006,-119.31457900000001,0,3,5,5
Paso Robles,35.584198,-120.698424,0,3,5,5
Porterville,36.078663,-119.046714,0,3,5,5
San Luis Obispo,35.252332,-120.685356,0,3,5,5
Bakersfield NW,35.385275,-119.10281499999999,0,3,5,5
Bakersfield West,35.349978,-119.124641,0,3,5,5
Santa Maria,34.922576,-120.434178,0,3,5,5
Bakersfield NE,35.393662,-118.955545,0,3,5,5
Bakersfield Central,35.336984,-119.036604,0,3,5,5
Eureka,40.805908,-124.14475700000001,0,3,-1,-1
Medford,42.347395,-122.878198,0,9,-1,-1
Bend,44.103817,-121.30051599999999,0,9,-1,-1
Springfield,44.071789,-123.04533500000001,0,9,11,11
Eugene,44.049357,-123.17078500000001,0,9,11,11
Granada Hills,34.273338,-118.50293899999998,0,3,5,5
Woodland Hills,34.167086,-118.585573,0,3,5,5
Northridge,34.230802000000004,-118.56080800000001,0,3,5,5
Santa Clarita East,34.394179,-118.464932,0,3,5,5
Los Angeles Topanga,34.191643,-118.602899,0,3,5,5
West Hills,34.190907,-118.62644399999999,0,3,5,5
Valencia,34.42068,-118.561229,0,3,5,5
Westlake Village,34.148119,-118.793939,0,3,5,5
Simi Valley,34.280264,-118.73924199999999,0,3,5,5
Simi Valley West,34.273194000000004,-118.797049,0,3,5,5
Moorpark,34.278757,-118.867755,0,3,5,5
Thousand Oaks,34.191352,-118.934642,0,3,5,5
Camarillo,34.217239,-119.07312900000001,0,3,5,5
Oxnard West,34.242389,-119.17801200000001,0,3,5,5
Ventura,34.261914000000004,-119.237025,0,3,5,5
Ventura West,34.270494,-119.249133,0,3,5,5
Salina,38.784452,-97.609537,0,0,3,3
Kearney,40.722419,-99.08564,0,-1,-1,-1
Garden City,37.979676,-100.843476,0,-1,-1,-1
Lincoln SW,40.728421000000004,-96.66528000000001,0,0,3,3
Lincoln South,40.759505,-96.64129399999999,0,0,3,3
Lincoln,40.816086999999996,-96.654904,0,0,3,3
Omaha West,41.235966999999995,-96.193936,0,0,3,3
Omaha Far SW,41.214296999999995,-96.10869100000001,0,0,3,3
Omaha Far NW,41.289685,-96.179389,0,0,3,3
Papillion,41.165532,-96.04468299999999,0,0,3,3
Norfolk,42.020272999999996,-97.430513,0,0,3,3
Bellevue,41.142081,-95.970308,0,0,3,3
Omaha NW,41.294429,-96.116794,0,0,3,3
Omaha,41.260872,-96.025386,0,0,3,3
Omaha North,41.318745,-96.02691300000001,0,0,3,3
Council Bluffs,41.220723,-95.838976,0,0,3,3
Sioux City,42.448827,-96.333291,0,0,3,3
Albany,44.630034,-123.078597,0,9,11,11
Salem,44.938881,-122.986751,0,9,11,11
Keizer,45.012260999999995,-122.99505400000001,0,9,11,11
Pueblo,38.303164,-104.606076,0,7,9,9
S Colorado Springs,38.792999,-104.801542,0,7,9,9
Colorado Springs East,38.888207,-104.717715,0,7,9,9
Colorado Springs North,38.905204,-104.78007,0,7,9,9
Colorado Springs NE,38.973382,-104.745874,0,7,9,9
Castle Rock,39.408366,-104.856589,0,7,9,9
Parker,39.513087,-104.77179100000001,0,7,9,9
Lone Tree,39.53487,-104.88365300000001,0,7,9,9
Highlands Ranch,39.549552,-105.00510700000001,0,7,9,9
Douglas County,39.565063,-104.965672,0,7,9,9
Aurora Saddle Rock,39.581773,-104.72186500000001,0,7,9,9
Arapahoe,39.593371000000005,-104.88155,0,7,9,9
Aurora South,39.592002,-104.804946,0,7,9,9
Denver SW,39.610423,-105.101073,0,7,9,9
Aurora SE,39.636674,-104.789979,0,7,9,9
Sheridan,39.649625,-105.005927,0,7,9,9
Denver SE,39.655327,-104.900255,0,7,9,9
Aurora West,39.691569,-104.86363600000001,0,7,9,9
Glendale,39.708203999999995,-104.93770500000001,0,7,9,9
Lakewood,39.708369,-105.07951100000001,0,7,9,9
Aurora,39.715365999999996,-104.821198,0,7,9,9
Denver West,39.733793,-105.157724,0,7,9,9
Edgewater,39.746722,-105.05544599999999,0,7,9,9
Denver Stapleton,39.783916,-104.894929,0,7,9,9
Arvada South,39.788605,-105.112381,0,7,9,9
Silverthorne,39.637251,-106.07767,0,7,9,9
Arvada,39.840209,-105.08502800000001,0,7,9,9
Westminster,39.886453,-105.078379,0,7,9,9
Thornton,39.916352,-104.9751,0,7,9,9
Westminster NE,39.958717,-104.99511799999999,0,7,9,9
Brighton,39.956315999999994,-104.7798,0,7,9,9
Superior,39.956520000000005,-105.17361100000001,0,7,9,9
Boulder,40.021887,-105.256717,0,7,9,9
Longmont,40.15302,-105.13353300000001,0,7,9,9
Glenwood Springs,39.555855,-107.343783,0,7,9,9
Greeley,40.393874,-104.750551,0,7,9,9
Loveland,40.409288000000004,-105.004497,0,7,9,9
Fort Collins East,40.527099,-105.02242,0,7,9,9
Fort Collins,40.527326,-105.07853700000001,0,7,9,9
Amarillo,35.18566,-101.934696,0,0,12,12
Cheyenne,41.161666,-104.799678,0,7,9,9
Scottsbluff,41.870036,-103.643129,0,7,9,9
Rapid City,44.098721000000005,-103.188443,0,-1,-1,-1
Casper,42.847131,-106.26466699999999,0,-1,-1,-1
Lubbock West,33.547794,-101.953281,0,0,12,12
Fort Union,40.622565,-111.85018500000001,0,8,10,10
Sandy South Towne,40.566984000000005,-111.892971,0,8,10,10
South Jordan,40.541569,-111.982748,0,8,10,10
West Jordan,40.628321,-111.940483,0,8,10,10
West Jordan SW,40.610652,-111.98411100000001,0,8,10,10
Salt Lake City,40.744915999999996,-111.901664,0,8,10,10
West Valley City,40.7139,-112.0234,0,8,10,10
Centerville,40.918246999999994,-111.887204,0,8,10,10
Layton,41.08775,-111.98111200000001,0,8,10,10
Riverdale,41.173612,-112.006235,0,8,10,10
Ansonia,41.340446,-73.07894300000001,0,0,0,0
Orange,41.280278,-72.987515,0,0,0,0
Milford,41.235174,-73.038092,0,0,0,0
Trumbull,41.233540000000005,-73.151677,0,0,0,0
North Haven,41.350949,-72.871673,0,0,0,0
Trumbull West,41.228735,-73.225326,0,0,0,0
Waterbury,41.58254,-73.03432099999999,0,0,0,0
Bethel,41.415022,-73.401914,0,0,0,0
Meriden,41.55254,-72.815454,0,0,0,0
Southington,41.611472,-72.90135699999999,0,0,0,0
Newington,41.660571999999995,-72.725673,0,0,0,0
New Britain,41.710626,-72.763862,0,0,0,0
Stamford,41.0554,-73.54142,0,0,0,0
South Setauket,40.88487,-73.09976,0,0,0,0
Torrington,41.818857,-73.075477,0,0,0,0
Mt Kisco,41.216196999999994,-73.722746,0,0,0,0
Riverhead,40.933102000000005,-72.67935899999999,0,0,0,0
Medford,40.824959,-72.98895300000001,0,0,0,0
Commack,40.839133000000004,-73.286362,0,0,0,0
Commack South,40.809484999999995,-73.286807,0,0,0,0
Huntington,40.827801,-73.406064,0,0,0,0
Sayville,40.76651,-73.067159,0,0,0,0
Central Islip,40.772667999999996,-73.202259,0,0,0,0
White Plains,41.032078999999996,-73.766132,0,0,0,0
South Windsor,41.810140000000004,-72.550028,0,0,0,0
Windsor,41.891207,-72.652128,0,0,0,0
Bay Shore,40.726529,-73.277038,0,0,0,0
Farmingdale,40.750961,-73.41940699999999,0,0,0,0
Hicksville,40.771682,-73.532945,0,0,0,0
Port Washington North,40.841203,-73.704459,0,0,0,0
Poughkeepsie,41.626216,-73.919275,0,0,0,0
Levittown,40.724928999999996,-73.49426,0,0,0,0
Waterford,41.377210999999996,-72.150307,0,0,0,0
Copiague,40.688227000000005,-73.406133,0,0,0,0
Clarkstown,41.097436,-73.958985,0,0,0,0
Mt Vernon,40.900966,-73.81784,0,0,0,0
Westbury,40.741547,-73.599909,0,0,0,0
Enfield,41.995833000000005,-72.581525,0,0,0,0
Spring Valley,41.104454,-74.023291,0,0,0,0
Newburgh,41.505295000000004,-74.058212,0,0,0,0
Closter NJ,40.9712,-73.9578,0,0,0,0
Bronx-Throggs Neck,40.824145,-73.837659,0,0,0,0
Freeport,40.6558,-73.5716,0,0,0,0
Bronx Riverdale,40.87353,-73.907803,0,0,0,0
Elmont,40.7087,-73.7038,0,0,0,0
College Point,40.783388,-73.833095,0,0,0,0
Monroe,41.317851,-74.1533,0,0,0,0
Flushing,40.757284999999996,-73.83417,0,0,0,0
Bronx Terminal,40.823409999999996,-73.930513,0,0,0,0
Valley Stream,40.664248,-73.720129,0,0,0,0
Lisbon,41.585192,-71.99693,0,0,0,0
Harlem,40.795561,-73.93119200000001,0,0,0,0
Hackensack,40.898491,-74.038818,0,0,0,0
Forest Hills,40.720896999999994,-73.847121,0,0,0,0
Queens Place,40.735331,-73.874913,0,0,0,0
Paramus,40.915876000000004,-74.061134,0,0,0,0
Edgewater,40.813663,-73.982223,0,0,0,0
Holyoke,42.168221,-72.64223199999999,0,0,0,0
North Bergen Commons,40.801744,-74.021424,0,0,0,0
Manhattan Herald Square,40.750245,-73.98930899999999,0,0,0,0
Gateway,40.652462,-73.870271,0,0,0,0
Kingston,41.968247999999996,-73.985555,0,0,0,0
Tribeca,40.7147,-74.0112,0,0,0,0
Brooklyn Fulton St,40.6906,-73.983,0,0,0,0
Atlantic Terminal,40.684489,-73.97748,0,0,0,0
Jersey City,40.732336,-74.03572,0,0,0,0
Clifton,40.824427,-74.135839,0,0,0,0
Brooklyn Junction,40.631538,-73.946639,0,0,0,0
Middletown,41.452284000000006,-74.369057,0,0,0,0
Brooklyn Bensonhurst,40.61957,-73.989712,0,0,0,0
Riverdale Rt 23 and Falston,40.989761,-74.325836,0,0,0,0
Fairfield,40.889623,-74.27141400000001,0,0,0,0
Killingly,41.839019,-71.883778,0,0,0,0
Hadley,42.357310999999996,-72.547241,0,0,0,0
Parsippany,40.861740000000005,-74.388087,0,0,0,0
Union North,40.715486,-74.28473199999999,0,0,0,0
East Hanover,40.813154,-74.380545,0,0,0,0
Staten Island Cntl,40.574684000000005,-74.16763,0,0,0,0
Union,40.687048,-74.308861,0,0,0,0
Linden,40.619214,-74.24432900000001,0,0,0,0
Lanesborough,42.495264,-73.20611600000001,0,0,0,0
Clark,40.627381,-74.307959,0,0,0,0
Staten Island,40.528857,-74.231899,0,0,0,0
Rockaway,40.906008,-74.55937,0,0,0,0
Middletown,40.411546,-74.13543100000001,0,0,0,0
Watchung,40.641532,-74.42184499999999,0,0,0,0
Menlo Park,40.551456,-74.332697,0,0,0,0
Warwick,41.706577,-71.494179,0,0,0,0
Warwick North,41.722392,-71.47641,0,0,0,0
Smithfield,41.877046,-71.518292,0,0,0,0
Millbury,42.194395,-71.774687,0,0,0,0
South Plainfield,40.548825,-74.426464,0,0,0,0
Ocean Township,40.230928000000006,-74.044485,0,0,0,0
Lincoln,41.937475,-71.47867099999999,0,0,0,0
Worcester,42.292474,-71.775138,0,0,0,0
Bridgewater,40.562362,-74.553134,0,0,0,0
Milltown,40.441323,-74.42582,0,0,0,0
East Greenbush,42.644824,-73.70046500000001,0,0,0,0
Seekonk,41.796058,-71.321145,0,0,0,0
Washington Twp,40.8465,-74.8083,0,0,0,0
Manalapan,40.291358,-74.301701,0,0,0,0
North Brunswick,40.435819,-74.504829,0,0,0,0
Westborough,42.280435,-71.655929,0,0,0,0
North Attleborough,41.940344,-71.35193100000001,0,0,0,0
Milford,42.160827000000005,-71.498868,0,0,0,0
Swansea,41.749066,-71.207427,0,0,0,0
Colonie Northway,42.705805,-73.823925,0,0,0,0
South Brunswick,40.381514,-74.575909,0,0,0,0
Plainville,42.033714,-71.310581,0,0,0,0
Howell Township,40.131875,-74.220036,0,0,0,0
Marlborough,42.359487,-71.607159,0,0,0,0
Latham,42.756495,-73.771077,0,0,0,0
Brick,40.058814,-74.150328,0,0,0,0
East Windsor,40.276872,-74.54094599999999,0,0,0,0
Marlborough East,42.348748,-71.50496700000001,0,0,0,0
Niskayuna,42.775713,-73.890072,0,0,0,0
Leominster,42.527193,-71.71374,0,0,0,0
Framingham,42.305328,-71.398387,0,0,0,0
North Dartmouth,41.63729,-71.003268,0,0,0,0
Toms River,39.987737,-74.175227,0,0,0,0
Taunton,41.877743,-71.068577,0,0,0,0
Princeton,40.306135999999995,-74.677047,0,0,0,0
Easton,42.027136999999996,-71.14378,0,0,0,0
Clifton Park,42.857601,-73.772416,0,0,0,0
Glenville,42.866616,-73.93092299999999,0,0,0,0
Stroudsburg,40.996433,-75.244833,0,0,0,0
Westwood,42.2045,-71.1553,0,0,0,0
Keene,42.928188,-72.301906,0,0,0,0
Greenwich Township,40.673576000000004,-75.134524,0,0,0,0
Stoughton,42.152383,-71.073541,0,0,0,0
Boston Roslindale,42.2882972,-71.1267483,0,0,0,0
Watertown,42.364178,-71.156462,0,0,0,0
Braintree,42.22142,-71.02184399999999,0,0,0,0
Boston Packards Corner,42.350679,-71.11402199999999,0,0,0,0
Abington,42.110519000000004,-70.927683,0,0,0,0
Boston Fenway,42.344172,-71.099961,0,0,0,0
