Name,Address.Latitude,Address.Longitude,DBSCAN_labels_case1,DBSCAN_labels_case2,DBSCAN_labels_case3,DBSCAN_labels_case4
Janesville,42.722066999999996,-88.998294,0,0,0,0
Rockford,42.269861999999996,-88.988941,0,0,0,0
St Cloud East,45.565472,-94.145193,0,0,0,0
St Cloud,45.556925,-94.208528,0,0,0,0
Stevens Point,44.524443,-89.522728,0,0,0,0
Peoria,40.748276000000004,-89.635233,0,0,0,0
Peru,41.361911,-89.128816,0,0,0,0
East Peoria,40.672011,-89.583848,0,0,0,0
DeKalb,41.95511,-88.724958,0,0,0,0
Wausau,44.90672,-89.591312,0,0,0,0
Lake Geneva,42.598115,-88.41530300000001,0,0,0,0
Delafield,43.050684000000004,-88.376891,0,0,0,0
Algonquin,42.162103,-88.338752,0,0,0,0
Fond du Lac,43.790903,-88.484965,0,0,0,0
Oshkosh,43.998428000000004,-88.57763800000001,0,0,0,0
Crystal Lake,42.228648,-88.304973,0,0,0,0
Waukesha South,42.989738,-88.259203,0,0,0,0
Elgin,42.025658,-88.341499,0,0,0,0
Yorkville,41.662813,-88.464549,0,0,0,0
South Elgin,41.975733,-88.343173,0,0,0,0
North Aurora,41.797576,-88.364632,0,0,0,0
Batavia,41.851976,-88.34214,0,0,0,0
Waukesha,43.034537,-88.177573,0,0,0,0
St Charles,41.918795,-88.263731,0,0,0,0
Hoffman Estates,42.073721,-88.193046,0,0,0,0
Oswego,41.69696,-88.31602099999999,0,0,0,0
New Berlin,42.958073,-88.106897,0,0,0,0
Springfield,39.750085999999996,-89.71016,0,0,0,0
Bloomington Normal,40.507342,-88.957364,0,0,0,0
Decatur,39.890465,-88.958388,0,0,0,0
Shorewood,41.542273,-88.202789,0,0,0,0
Champaign,40.141521999999995,-88.25544000000001,0,0,0,0
Plainfield,41.649733000000005,-88.205591,0,0,0,0
Joliet,41.577123,-88.154391,0,0,0,0
Naperville,41.771608,-88.203784,0,0,0,0
Warrenville,41.800457,-88.170151,0,0,0,0
Bolingbrook,41.704813,-88.122003,0,0,0,0
Wheaton,41.859336,-88.140105,0,0,0,0
Streamwood,42.017305,-88.200911,0,0,0,0
West Schaumburg,42.023244,-88.145491,0,0,0,0
Lemont,41.644007,-88.004072,0,0,0,0
Woodridge,41.770848,-88.03870400000001,0,0,0,0
Glendale Heights,41.937464,-88.098861,0,0,0,0
New Lenox,41.507197,-87.920631,0,0,0,0
Lombard,41.844493,-88.003085,0,0,0,0
Bradley,41.173961,-87.85373299999999,0,0,0,0
Willowbrook,41.75014,-87.943448,0,0,0,0
Woodfield,42.037979,-88.048792,0,0,0,0
Villa Park,41.906984,-87.97710500000001,0,0,0,0
Lake Zurich,42.187052,-88.104445,0,0,0,0
Wood Dale,41.967029,-87.992439,0,0,0,0
Orland Park,41.603297,-87.850649,0,0,0,0
Palatine,42.137514,-88.02741999999999,0,0,0,0
Tinley Park,41.545282,-87.795307,0,0,0,0
Hodgkins,41.780722999999995,-87.860088,0,0,0,0
Hillside,41.867936,-87.88726,0,0,0,0
Arlington Heights,42.102270000000004,-87.962664,0,0,0,0
Broadview,41.854807,-87.851605,0,0,0,0
Mundelein,42.283881,-88.044737,0,0,0,0
Rosemont,42.006468,-87.88653199999999,0,0,0,0
Melrose Park,41.905597,-87.84395500000001,0,0,0,0
Wheeling,42.15456,-87.950964,0,0,0,0
Crestwood,41.656903,-87.74573199999999,0,0,0,0
OakPark,41.888068,-87.803848,0,0,0,0
Vernon Hills,42.23921,-87.95723000000001,0,0,0,0
Bedford Park,41.762772999999996,-87.74283,0,0,0,0
Norridge,41.953793,-87.808415,0,0,0,0
Oak Lawn,41.720997,-87.724964,0,0,0,0
Chicago Brickyard,41.930371,-87.78927,0,0,0,0
Golf Mills,42.052844,-87.838899,0,0,0,0
Cicero,41.839285,-87.741635,0,0,0,0
Chicago South Pulaski,41.812934999999996,-87.722548,0,0,0,0
Niles,42.012531,-87.78050999999999,0,0,0,0
Gurnee,42.383115999999994,-87.965756,0,0,0,0
CHI Morgan Park,41.679288,-87.66445300000001,0,0,0,0
Homewood,41.568789,-87.634284,0,0,0,0
Glenview,42.102644,-87.813458,0,0,0,0
Lake Bluff,42.279153,-87.873827,0,0,0,0
Highland Park,42.191676,-87.824965,0,0,0,0
Chicago McKinley Park,41.835613,-87.674869,0,0,0,0
Skokie IL,42.040417,-87.751225,0,0,0,0
Chicago Mid North,41.945125,-87.701945,0,0,0,0
Chicago Near North,41.929386,-87.685128,0,0,0,0
Chicago West Loop,41.877739,-87.654667,0,0,0,0
Evanston,42.020562,-87.705636,0,0,0,0
Chicago South,41.738948,-87.606236,0,0,0,0
Chicago Lakeview Ashland,41.9416,-87.667,0,0,0,0
Chicago Peterson Ave,41.990786,-87.682837,0,0,0,0
Chicago Division,41.903847999999996,-87.64345300000001,0,0,0,0
Chicago South Loop,41.867717999999996,-87.630707,0,0,0,0
Chicago Lakeview Belmont Stn,41.940098,-87.651389,0,0,0,0
Chicago State St.,41.881699,-87.627409,0,0,0,0
Chicago Lincoln Park North,41.931421,-87.64455600000001,0,0,0,0
Chicago Wilson Yard,41.963561,-87.65639300000001,0,0,0,0
Chicago Hyde Park IL,41.7996,-87.5934,0,0,0,0
Evanston Downtown,42.0477542,-87.6820639,0,0,0,0
Chicago Streeterville,41.890953,-87.617418,0,0,0,0
Waukegan,42.407985,-87.856489,0,0,0,0
Munster,41.567114000000004,-87.507284,0,0,0,0
Pleasant Prairie,42.564409999999995,-87.9284,0,0,0,0
St John,41.43972,-87.467834,0,0,0,0
Highland,41.524173,-87.46833000000001,0,0,0,0
Watertown,44.888651,-97.083451,0,0,3,3
Alexandria,45.850045,-95.389931,0,0,0,0
Franklin,42.903914,-88.037063,0,0,0,0
Brookfield,43.034218,-88.071795,0,0,0,0
West Allis,42.996736999999996,-88.044825,0,0,0,0
Menomonee Falls,43.189642,-88.129009,0,0,0,0
Wauwatosa,43.087499,-88.06412399999999,0,0,0,0
Greenfield,42.957411,-87.951424,0,0,0,0
West Milwaukee,43.014838,-87.969611,0,0,0,0
Oak Creek,42.882766,-87.915653,0,0,0,0
Racine,42.698895,-87.843716,0,0,0,0
Milwaukee Chase,42.992009,-87.90821,0,0,0,0
Grafton,43.319140000000004,-87.92230699999999,0,0,0,0
Appleton,44.269859999999994,-88.46903,0,0,0,0
Appleton East,44.245862,-88.35683,0,0,0,0
Kohler,43.716468,-87.76653,0,0,0,0
Lake County,41.469485999999996,-87.303074,0,0,0,0
Green Bay West,44.490590000000005,-88.070666,0,0,0,0
Valparaiso,41.466956,-87.030416,0,0,0,0
Bellevue,44.465351,-87.98599899999999,0,0,0,0
Brainerd,46.362996,-94.241828,0,0,0,0
Aberdeen,45.457452,-98.440585,0,0,3,3
Lafayette,40.419482,-86.847233,0,0,0,0
South Bend,41.62764,-86.229348,0,0,0,0
Norton Shores,43.160374,-86.208562,0,0,0,0
Mishawaka,41.718127,-86.176825,0,0,0,0
Holland,42.831115999999994,-86.092003,0,0,0,0
Sturgeon Bay,44.823398,-87.403163,0,0,0,0
Duluth,46.808391,-92.16745,0,0,0,0
Fargo,46.860628000000005,-96.852985,0,0,0,0
Moorhead,46.875702000000004,-96.728311,0,0,0,0
Twin Falls,42.590837,-114.462897,0,11,-1,-1
Idaho Falls,43.478064,-111.9832,0,-1,-1,-1
Boise,43.610580999999996,-116.285758,0,11,14,14
Boise NW,43.661722999999995,-116.35241699999999,0,11,14,14
Nampa,43.610162,-116.589454,0,11,14,14
Bozeman,45.710678,-111.070672,0,12,15,15
Helena,46.621295,-112.019278,0,12,15,15
Billings,45.770815999999996,-108.58233100000001,0,-1,-1,-1
Billings East,45.806033,-108.47273600000001,0,-1,-1,-1
Coeur d'Alene,47.734676,-116.79106499999999,0,13,16,16
Spokane Valley,47.656051,-117.219974,0,13,16,16
Spokane South,47.609596999999994,-117.365315,0,13,16,16
North Spokane,47.747572999999996,-117.400259,0,13,16,16
Missoula,46.887645,-114.03723600000001,0,12,-1,-1
Kalispell,48.235975,-114.32673700000001,0,12,-1,-1
Kennewick,46.221915,-119.22201000000001,0,9,17,17
Richland,46.258390999999996,-119.313294,0,9,17,17
Wenatchee,47.438438,-120.32738300000001,0,9,17,17
Yakima,46.606678,-120.490059,0,9,17,17
Great Falls,47.493381,-111.27131200000001,0,12,15,15
Issaquah,47.542208,-122.050874,0,9,11,11
Redmond,47.672424,-122.104025,0,9,11,11
Lake Stevens,47.998684000000004,-122.101909,0,9,11,11
Goshen,41.622052000000004,-85.905035,0,0,0,0
Kokomo,40.474985,-86.109158,0,0,0,0
Kalamazoo West,42.29805,-85.654958,0,0,0,0
Kalamazoo,42.21853,-85.58801,0,0,0,0
Grandville,42.882214000000005,-85.740767,0,0,0,0
Wyoming,42.865307,-85.68571999999999,0,0,0,0
Carmel West,39.936085,-86.23232,0,0,0,0
Avon,39.760878999999996,-86.34183399999999,0,0,0,0
Carmel,40.008540999999994,-86.128331,0,0,0,0
Grand Rapids South,42.845957,-85.615412,0,0,0,0
Grand Rapids North,43.021951,-85.687598,0,0,0,0
Eagle Creek,39.821328,-86.28007099999999,0,0,0,0
Plainfield,39.716457,-86.355133,0,0,0,0
Grand Rapids East,42.908317,-85.541157,0,0,0,0
Battle Creek,42.25982,-85.185489,0,0,0,0
Fort Wayne SW,41.076805,-85.20336,0,0,0,0
Ft Wayne Glenbrook,41.111278999999996,-85.13815699999999,0,0,0,0
Ft Wayne NE,41.122161,-85.06403,0,0,0,0
West Lansing,42.738624,-84.628522,0,0,0,0
Nora Plaza,39.914909,-86.138697,0,0,0,0
Fishers,39.959298,-86.009396,0,0,0,0
Lansing South,42.66339,-84.54388,0,0,0,0
Indy Glendale,39.866403000000005,-86.119702,0,0,0,0
Jackson,42.267183,-84.425898,0,0,0,0
East Lansing,42.724329,-84.413321,0,0,0,0
Muncie,40.221835,-85.380771,0,0,0,0
Mt Pleasant,43.576501,-84.76593199999999,0,0,0,0
Washington Square,39.777506,-85.986361,0,0,0,0
Southport,39.667854999999996,-86.085026,0,0,0,0
Greenwood South,39.603069,-86.157634,0,0,0,0
Traverse City,44.725352,-85.63776800000001,0,0,0,0
Bloomington,39.162327000000005,-86.49395,0,0,0,0
Midland,43.658322999999996,-84.241662,0,0,0,0
Brighton,42.544916,-83.792129,0,0,0,0
Ann Arbor,42.244007,-83.76917900000001,0,0,0,0
Hartland Township,42.635048,-83.757437,0,0,0,0
Fenton,42.787259999999996,-83.736928,0,0,0,0
Ann Arbor East,42.235442,-83.67731500000001,0,0,0,0
Saginaw,43.48278,-83.970839,0,0,0,0
Flint,42.983646,-83.74945500000001,0,0,0,0
Toledo W,41.615312,-83.69522099999999,0,0,0,0
Columbus,39.219440999999996,-85.885239,0,0,0,0
Toledo NW,41.699627,-83.653767,0,0,0,0
Novi,42.488356,-83.53366199999999,0,0,0,0
Toledo NE,41.720484,-83.560917,0,0,0,0
Canton South,42.269635,-83.502964,0,0,0,0
Toledo SE,41.543181,-83.580605,0,0,0,0
Canton,42.323465,-83.471554,0,0,0,0
Commerce Township,42.533916,-83.441273,0,0,0,0
West Livonia,42.434408000000005,-83.431597,0,0,0,0
Florence,39.019597,-84.63324300000001,0,0,0,0
Western Hills,39.144703,-84.619454,0,0,0,0
Colerain,39.23584,-84.589433,0,0,0,0
UC Calhoun St,39.128040999999996,-84.51723,0,0,0,0
Newport,39.088746,-84.477503,0,0,0,0
Cincinnati Central,39.162131,-84.426016,0,0,0,0
Fairfield Township,39.387484,-84.50417,0,0,0,0
Springdale,39.287984,-84.453876,0,0,0,0
Blue Ash,39.224018,-84.395519,0,0,0,0
Beechmont Area,39.073405,-84.313929,0,0,0,0
West Chester Township,39.35608,-84.36144499999999,0,0,0,0
Milford,39.16256,-84.27425600000001,0,0,0,0
Fields Ertel,39.295565,-84.304805,0,0,0,0
South Lebanon,39.378464,-84.220507,0,0,0,0
Dayton South,39.633188,-84.214062,0,0,0,0
Sugarcreek Township,39.659006,-84.104462,0,0,0,0
Huber Heights,39.871423,-84.133674,0,0,0,0
Beavercreek,39.76211,-84.05115500000001,0,0,0,0
Westland,42.337321,-83.390466,0,0,0,0
Farmington Hills,42.452087,-83.343323,0,0,0,0
Livonia,42.366765,-83.33476999999999,0,0,0,0
Dearborn Heights,42.328097,-83.302704,0,0,0,0
Bloomfield Township,42.603898,-83.293397,0,0,0,0
Southland,42.203291,-83.255143,0,0,0,0
Woodhaven,42.137729,-83.224591,0,0,0,0
Allen Park,42.285239000000004,-83.206598,0,0,0,0
Dearborn,42.327940000000005,-83.199533,0,0,0,0
Auburn Hills,42.706427000000005,-83.29106,0,0,0,0
Southfield,42.512896000000005,-83.225026,0,0,0,0
Troy,42.544789,-83.189464,0,0,0,0
Madison Heights,42.528515000000006,-83.108536,0,0,0,0
Warren,42.503663,-83.083264,0,0,0,0
Rochester,42.637931,-83.12942,0,0,0,0
Sterling Heights W,42.561977,-83.085314,0,0,0,0
Sterling Heights,42.556024,-83.026364,0,0,0,0
Lakeside,42.628532,-82.99659100000001,0,0,0,0
Shelby Township,42.711399,-83.033136,0,0,0,0
Clinton Pointe,42.545455,-82.90294499999999,0,0,0,0
Macomb Twp,42.630581,-82.912577,0,0,0,0
Sandusky,41.420935,-82.672811,0,0,0,0
Powell,40.143117,-83.09490699999999,0,0,0,0
Columbus NW,40.090208000000004,-83.089989,0,0,0,0
Hilliard,40.038055,-83.123237,0,0,0,0
Chesterfield,42.67708,-82.829093,0,0,0,0
Columbus Far SW,39.990764,-83.149457,0,0,0,0
Polaris,40.138804,-82.97916,0,0,0,0
Graceland,40.065417,-83.020761,0,0,0,0
Columbus Central,39.993456,-83.02691899999999,0,0,0,0
Mansfield,40.786265,-82.594287,0,0,0,0
Columbus NE,40.056129999999996,-82.920862,0,0,0,0
Grove City,39.876607,-83.037458,0,0,0,0
Whitehall,39.971383,-82.89574,0,0,0,0
Amherst,41.41366,-82.241791,0,0,0,0
Columbus East,39.988048,-82.785363,0,0,0,0
Reynoldsburg,39.934578,-82.792794,0,0,0,0
Elyria,41.388517,-82.108453,0,0,0,0
Avon OH,41.463296,-82.01004300000001,0,0,0,0
Heath,40.032323999999996,-82.451051,0,0,0,0
North Olmsted,41.420371,-81.89537800000001,0,0,0,0
Fairview Park,41.458387,-81.850181,0,0,0,0
Medina,41.155122999999996,-81.86483299999999,0,0,0,0
Strongsville,41.316712,-81.82829100000001,0,0,0,0
Lancaster,39.73069,-82.621404,0,0,0,0
Cleveland West,41.46842,-81.771174,0,0,0,0
Port Huron,43.034255,-82.453353,0,0,0,0
Parma,41.377624,-81.73558,0,0,0,0
Cleveland South,41.458019,-81.68943900000001,0,0,0,0
Wadsworth,41.040621,-81.690793,0,0,0,0
Fairlawn,41.127561,-81.60481700000001,0,0,0,0
University Heights,41.500477000000004,-81.533377,0,0,0,0
Macedonia,41.311787,-81.525952,0,0,0,0
Cuyahoga Falls,41.12039,-81.476927,0,0,0,0
Green,40.983634,-81.49521999999999,0,0,0,0
Mayfield Heights,41.525092,-81.435551,0,0,0,0
Willoughby,41.628859000000006,-81.429326,0,0,0,0
Massillon,40.800810999999996,-81.49699,0,0,0,0
Stow,41.15571,-81.410207,0,0,0,0
Bainbridge,41.357756,-81.386676,0,0,0,0
Canton,40.861641999999996,-81.430975,0,0,0,0
Streetsboro,41.237455,-81.352747,0,0,0,0
Mentor,41.686438,-81.293072,0,0,0,0
Barboursville,38.420497,-82.285095,0,0,0,0
Charleston,38.338227,-81.714517,0,0,0,0
Wheeling,40.056346000000005,-80.599357,0,0,0,0
Bridgeport,39.311828000000006,-80.27441999999999,0,0,0,0
Niles,41.216528000000004,-80.752596,0,0,0,0
Boardman,41.021135,-80.645763,0,0,0,0
Roanoke,37.299673999999996,-79.958603,0,0,0,0
Danville,36.599244,-79.41857900000001,0,0,0,0
Durham,35.966462,-78.959448,0,0,0,0
Durham SE,35.903257,-78.956402,0,0,0,0
Morgantown,39.649432,-80.000996,0,0,0,0
Washington,40.188115,-80.226996,0,0,0,0
South Union Twp,39.907944,-79.757993,0,0,0,0
North Fayette,40.445763,-80.183284,0,0,0,0
Upper St. Clair,40.344245,-80.057074,0,0,0,0
West Mifflin,40.348613,-79.953199,0,0,0,0
Center Township,40.680831,-80.312081,0,0,0,0
Mount Nebo,40.535463,-80.06777199999999,0,0,0,0
Waterfront,40.410763,-79.91080600000001,0,0,0,0
Ross Township,40.526686,-80.007524,0,0,0,0
East Liberty,40.460865000000005,-79.922276,0,0,0,0
McCandless,40.585505,-80.0411,0,0,0,0
North Huntingdon,40.320842999999996,-79.688342,0,0,0,0
Cranberry,40.688076,-80.084992,0,0,0,0
Monroeville,40.434376,-79.772037,0,0,0,0
Greensburg,40.303526,-79.59617800000001,0,0,0,0
Harmar,40.537955,-79.837073,0,0,0,0
Richland Twp North,40.642337,-79.941313,0,0,0,0
Butler,40.874961,-79.941553,0,0,0,0
Cary West,35.844771,-78.885305,0,0,0,0
Apex,35.744923,-78.877201,0,0,0,0
Raleigh NW,35.902854,-78.785834,0,0,0,0
Morrisville,35.805402,-78.816133,0,0,0,0
Raleigh Hwy 70,35.870472,-78.719468,0,0,0,0
Cary,35.758061,-78.738405,0,0,0,0
Raleigh NC State Hillsborough St,35.788206,-78.668787,0,0,0,0
Raleigh Central,35.836290999999996,-78.642612,0,0,0,0
Baytown,29.771681,-94.976375,0,0,0,0
Galveston,29.290682,-94.8403,0,0,0,0
Clear Lake Shores,29.539103000000004,-95.02265899999999,0,0,0,0
League City,29.465769,-95.085194,0,0,0,0
Pasadena,29.65225,-95.152497,0,0,0,0
Baybrook,29.53649,-95.151593,0,0,0,0
Houston South,29.60213,-95.26456999999999,0,0,0,0
Willowbrook,29.968063,-95.531155,0,0,0,0
Tomball Parkway,30.000192,-95.58411,0,0,0,0
Houston Central,29.774663,-95.384816,0,0,0,0
Houston NW,29.849244,-95.502707,0,0,0,0
Steeplechase,29.919296000000003,-95.604957,0,0,0,0
Galleria,29.745243,-95.453373,0,0,0,0
Houston South Central,29.692869,-95.418438,0,0,0,0
Cypress,29.969864,-95.696189,0,0,0,0
Houston Memorial,29.782473,-95.54226700000001,0,0,0,0
Copperfield,29.877608000000002,-95.646855,0,0,0,0
Houston Meyerland,29.686678000000004,-95.46248800000001,0,0,0,0
Westheimer,29.735151000000002,-95.517449,0,0,0,0
Westchase,29.735533,-95.568335,0,0,0,0
Pearland,29.553337,-95.384025,0,0,0,0
Houston Far West,29.733015,-95.626743,0,0,0,0
Katy,29.782355,-95.716756,0,0,0,0
Missouri City,29.565628000000004,-95.567324,0,0,0,0
Sugar Land,29.596464,-95.627224,0,0,0,0
Katy West,29.735751,-95.775786,0,0,0,0
Richmond Grand Pkwy SW,29.658214,-95.71077,0,0,0,0
Rosenberg,29.547753999999998,-95.75145400000001,0,0,0,0
Lake Jackson,29.050208,-95.464699,0,0,0,0
Temple,31.0926,-97.3855,0,0,0,0
Harker Heights,31.073937,-97.66253,0,0,0,0
Pflugerville,30.467371000000004,-97.598124,0,0,0,0
Georgetown,30.631512,-97.698122,0,0,0,0
Round Rock,30.4791,-97.6694,0,0,0,0
Victoria,28.865441999999998,-96.999353,0,0,0,0
Austin East,30.316057,-97.70676,0,0,0,0
Austin North,30.362314,-97.715779,0,0,0,0
Bangor,44.842191,-68.74155999999999,0,0,0,0
Wilson,35.740634,-77.96536800000001,0,0,0,0
Wake Forest,35.97435,-78.54142900000001,0,0,0,0
Raleigh NE,35.865849,-78.567983,0,0,0,0
Knightdale,35.798190000000005,-78.509218,0,0,0,0
New Bern,35.101464,-77.09676,0,0,0,0
Erie,42.055523,-80.094522,0,0,0,0
Orchard Park,42.792084,-78.783726,0,0,0,0
Cheektowaga,42.879326,-78.69833100000001,0,0,0,0
Walden Galleria,42.910928000000006,-78.772622,0,0,0,0
North Buffalo,42.955802,-78.873757,0,0,0,0
Eastern Hills,42.994664,-78.698502,0,0,0,0
Boulevard Mall,42.998587,-78.818665,0,0,0,0
Batavia,43.015991,-78.201993,0,0,0,0
Niagara Falls,43.089764,-78.979833,0,0,0,0
Garner East,35.687567,-78.57922099999999,0,0,0,0
Garner,35.715937,-78.638227,0,0,0,0
Goldsboro,35.379622999999995,-77.939423,0,0,0,0
Marquette,46.551176,-87.460326,0,-1,-1,-1
Virginia,47.510808000000004,-92.549759,0,0,0,0
Grand Rapids,47.209548999999996,-93.52719300000001,0,0,0,0
Bemidji,47.493679,-94.91056400000001,0,0,0,0
Grand Forks,47.887188,-97.079468,0,0,0,0
Bismarck,46.799078,-100.783506,0,-1,-1,-1
Minot,48.207108000000005,-101.31339100000001,0,-1,-1,-1
Jacksonville,34.785885,-77.404038,0,0,0,0
Roswell,33.427761,-104.521793,0,-1,-1,-1
Odessa,31.89194,-102.34782,0,0,12,12
Lubbock,33.528009000000004,-101.872299,0,0,12,12
Midland,32.023796000000004,-102.145453,0,0,12,12
Abilene,32.405417,-99.767259,0,0,-1,-1
San Angelo,31.431875,-100.501245,0,0,-1,-1
Cedar Park,30.528318,-97.813337,0,0,0,0
Austin NW,30.476153999999998,-97.796425,0,0,0,0
Austin Arboretum,30.392678999999998,-97.744668,0,0,0,0
Four Points,30.402109000000003,-97.850225,0,0,0,0
Bee Cave,30.316956,-97.954375,0,0,0,0
Austin UT Campus,30.283604999999998,-97.741641,0,0,0,0
Austin South,30.233362,-97.792106,0,0,0,0
Austin SW,30.2337,-97.8285,0,0,0,0
Fairview,45.532785,-122.442144,0,9,11,11
Vancouver East,45.616707,-122.50513400000001,0,9,11,11
Portland NE,45.57659,-122.564823,0,9,11,11
Portland East,45.516017,-122.562351,0,9,11,11
Vancouver,45.650676000000004,-122.591779,0,9,11,11
Bonney Lake,47.172074,-122.171692,0,9,11,11
Clackamas,45.431404,-122.57081000000001,0,9,11,11
Vancouver NW,45.686388,-122.667686,0,9,11,11
Puyallup South,47.113456,-122.29221399999999,0,9,11,11
Portland NW,45.612967,-122.68236100000001,0,9,11,11
Portland Galleria,45.520151,-122.681848,0,9,11,11
Puyallup,47.159345,-122.29516399999999,0,9,11,11
Kent,47.366609000000004,-122.202974,0,9,11,11
Washington Square,45.454165,-122.779459,0,9,11,11
Federal Way,47.313592,-122.305539,0,9,11,11
Beaverton,45.487853,-122.788207,0,9,11,11
Wilsonville,45.333101,-122.766997,0,9,11,11
Renton,47.496772,-122.200399,0,9,11,11
South Center,47.455299,-122.258402,0,9,11,11
Tanasbourne,45.539153999999996,-122.864855,0,9,11,11
Sherwood,45.366442,-122.838655,0,9,11,11
Factoria,47.574202,-122.172947,0,9,11,11
Lakewood,47.163639,-122.51178200000001,0,9,11,11
Kelso,46.142714,-122.899321,0,9,11,11
North Tacoma,47.237213,-122.47994299999999,0,9,11,11
Hillsboro,45.507197,-122.957016,0,9,11,11
West Seattle,47.521889,-122.368834,0,9,11,11
Woodinville,47.758916,-122.154601,0,9,11,11
Seattle Pike Plaza,47.608940999999994,-122.33905800000001,0,9,11,11
Gig Harbor,47.360864,-122.607339,0,9,11,11
Lacey,47.042749,-122.83586000000001,0,9,11,11
Northgate,47.70897,-122.32501200000002,0,9,11,11
Lynnwood,47.832446000000004,-122.26658799999998,0,9,11,11
Olympia,47.044627,-122.93736799999999,0,9,11,11
Everett,47.910051,-122.22678400000001,0,9,11,11
Silverdale,47.658217,-122.69404899999999,0,9,11,11
Marysville,48.149415999999995,-122.192027,0,9,11,11
Burlington,48.465356,-122.338606,0,9,11,11
Bellingham,48.786495,-122.493602,0,9,11,11
Laredo East,27.516109999999998,-99.45180699999999,0,0,-1,-1
Laredo,27.569584000000003,-99.499934,0,0,-1,-1
McAllen North,26.268482000000002,-98.216553,0,0,0,0
McAllen Northwest,26.24457,-98.254367,0,0,0,0
Mission,26.197203,-98.28366899999999,0,0,0,0
Corpus Christi,27.706821,-97.374015,0,0,0,0
McAllen,26.186369,-98.21305799999999,0,0,0,0
Harlingen,26.183007,-97.721719,0,0,0,0
Brownsville North,25.9686,-97.509487,0,0,0,0
SW Military Drive,29.355946999999997,-98.542542,0,0,0,0
San Antonio SE,29.353592,-98.436513,0,0,0,0
San Antonio Westover,29.438798,-98.64903000000001,0,0,0,0
San Antonio Culebra,29.493253000000003,-98.709562,0,0,0,0
Balcones Heights Crossroads,29.494545000000002,-98.551497,0,0,0,0
Alamo Heights,29.488814,-98.447283,0,0,0,0
Park North,29.517056,-98.504488,0,0,0,0
San Antonio West,29.547842,-98.663965,0,0,0,0
Bitters,29.565134999999998,-98.479886,0,0,0,0
San Antonio NE,29.568996999999996,-98.32709799999999,0,0,0,0
La Cantera,29.606476,-98.597432,0,0,0,0
San Antonio North,29.611833,-98.510142,0,0,0,0
Stone Oak,29.653311,-98.44503399999999,0,0,0,0
New Braunfels,29.730890000000002,-98.073444,0,0,0,0
San Marcos,29.846426,-97.970298,0,0,0,0
Kyle,30.011692,-97.864363,0,0,0,0
Austin Southpark,30.162592,-97.79356800000001,0,0,0,0
